business_id,city,state,categories,high_category_consumption,low_category_volume,high_city_state_income,high_star_business,high_review_count
0x80dcd6ce9fe8adbf:0xf6abafe1ca6fd086,Anaheim,California,Handyman or Other,False,False,False,False,False
0x80dcd757ff2d4099:0x8f8d9dc5e338da8b,Anaheim,California,Handyman or Other,False,False,False,False,False
0x80dcd784679da49f:0x9cf3b1c37de0d02b,Anaheim,California,Handyman or Other,False,False,False,False,False
0x80dcd7b81ed1c811:0xf35ecb99bbc0767b,Anaheim,California,Handyman or Other,False,False,False,False,False
0x80dcd6e9741eecf1:0x7ed4c47405750a86,Anaheim,California,Electrical Services,False,False,False,False,False
0x80dd2c6f4cb30657:0x8d09a425f4afeb7e,Anaheim,California,Electrical Services,False,False,False,False,False
0x80dd29eb1e031fdb:0xf188bd22d441442a,Anaheim,California,Masonry & Concrete Services,False,False,False,False,False
0x80dcd66450d29f15:0x39c8af88f984d3cc,Anaheim,California,Landscape & Garden Services,False,False,False,False,False
0x80dcd71be9555319:0x1c9ddef886803c77,Anaheim,California,Landscape & Garden Services,False,False,False,False,False
0x80dcd1d7d9737beb:0xff8db5806fa04852,Anaheim,California,Exterior Remodeling or Construction,False,False,False,False,False
0x80dcd66545942fff:0x74094b321fcabb2c,Anaheim,California,Exterior Remodeling or Construction,False,False,False,False,False
0x80dcc7e590cfdd55:0x897f46c6b10825bf,Anaheim,California,Interior Remodeling,False,False,False,False,True
0x80dcd64df66ad0bd:0x71ef50fa417b226e,Anaheim,California,Interior Remodeling,False,False,False,False,True
0x80dcd798043e4797:0x235f0efb65d9bfc9,Anaheim,California,Interior Remodeling,False,False,False,False,False
0x80dcd7a4dfab3ac3:0xeb816ef883153a52,Anaheim,California,Interior Remodeling,False,False,False,False,False
0x54d294bf21738b37:0x6a01fcb0a06bf65,Anderson,California,HVAC & Air Quality,True,False,False,True,True
0x54d2915144d48149:0xf6a0097ee6d43921,Anderson,California,Plumbing Services,False,False,False,False,False
0x54d2c6aae3900001:0xbedaac4d6735958d,Anderson,California,Handyman or Other,False,False,False,False,False
0x8085570626d41d01:0x9bc4922615268355,Antioch,California,Exterior Remodeling or Construction,False,False,False,False,False
0x8085566dd984c4ef:0xccda2a93325e6ca0,Antioch,California,Cleaning Services,False,True,False,False,False
0x808559dd93d9622f:0x6e5792744a9f45a4,Antioch,California,Cleaning Services,False,True,False,False,False
qeNDgjAh-04_4FlLAx2mHQ,Antioch,California,Interior Remodeling,False,False,False,False,False
0x808558293edf3b1f:0x8137c515656a70dc,Antioch,California,Plumbing Services,True,False,False,True,True
0x808557aeb76ad625:0xb9daa9c4ba37426c,Antioch,California,HVAC & Air Quality,False,False,False,False,False
0x80c2dbdeda744b85:0xc539f9e0d1fcc6bc,Arcadia,California,Plumbing Services,False,False,True,True,False
0x80dd2d12e0f5b8a1:0x4c98f04ae793f8f7,Artesia,California,Cleaning Services,False,False,False,False,False
0x80dd2d6ce7b27423:0xe887fc77806c6617,Artesia,California,Handyman or Other,False,False,False,False,False
0x80ecc2c250e360db:0x6bfa9f41af2772f1,Atascadero,California,Cleaning Services,False,False,False,True,True
0x80ece9c58f318287:0xa606a9bc80e80fd,Atascadero,California,Cleaning Services,False,False,False,True,False
0x80ecc2c303d51e79:0xbd9d35f8f1d41e1e,Atascadero,California,Plumbing Services,False,False,False,False,False
0x80ece9c59999eb9b:0x9c0d9b15816cf334,Atascadero,California,Plumbing Services,False,False,False,False,False
0x80916b96eff4efa5:0xc23db6568425ca24,Atwater,California,Masonry & Concrete Services,False,False,False,False,False
0x80916cb461e94705:0xf464e313b088d99a,Atwater,California,Electrical Services,False,False,False,True,True
0x80916c9b554f5bc1:0xfc3c7e63270da614,Atwater,California,HVAC & Air Quality,False,False,False,False,False
0x809b1037c441f20f:0xb813179cddee8626,Auburn,California,Exterior Remodeling or Construction,False,True,True,False,False
0x809b1aa83d03c173:0xdbea32cc4dfbad74,Auburn,California,Exterior Remodeling or Construction,False,True,True,False,False
0x809b1ad4c231a461:0x1ffba1462f20c8ac,Auburn,California,Appliance Repair & Installation,False,False,True,True,False
0x809b0566d5bdb375:0xbf6ba9d84b46e393,Auburn,California,Interior Remodeling,False,False,True,True,False
0x809b052d734386f9:0xfdc4dea99483e3ae,Auburn,California,Handyman or Other,False,False,True,False,False
0x80c2d81948c5fd57:0x50f217174ef7fcc1,Azusa,California,HVAC & Air Quality,False,False,False,False,False
0x80c3278650a1b0a3:0x945f02fc5e71a1bc,Azusa,California,Cleaning Services,True,True,False,False,False
0x80c327896a69a7a7:0xdf461f2535b132fb,Azusa,California,Cleaning Services,True,True,False,False,True
0x80c3278c222e8279:0x6d627df900610edb,Azusa,California,Cleaning Services,True,True,False,False,False
0x80ea420d2d1473ed:0x281c1a84a74c9866,Bakersfield,California,Interior Remodeling,False,False,False,False,False
0x80ea425f42eaffd9:0x1845f36cdebc05c7,Bakersfield,California,Interior Remodeling,False,False,False,False,False
0x80ea43143c671951:0x303cb7f35dbe2d13,Bakersfield,California,Interior Remodeling,False,False,False,False,False
0x80ea6abf113d78ed:0x2ad30aabf2c62b6f,Bakersfield,California,Interior Remodeling,False,False,False,False,True
0x80ea15b5982ff397:0xaed1f031ccbb0373,Bakersfield,California,Landscape & Garden Services,False,False,False,False,False
0x80ea67f853bf2931:0x666c132c406f824b,Bakersfield,California,Landscape & Garden Services,False,False,False,False,False
0x80ea41ad7a44a42b:0x91ce1824503220f,Bakersfield,California,HVAC & Air Quality,False,False,False,False,False
0x80ea698dd72928bf:0x6ab3069542807cba,Bakersfield,California,HVAC & Air Quality,False,False,False,False,False
0x80ea698f1c4098c3:0xfbe31015f25c57db,Bakersfield,California,HVAC & Air Quality,False,False,False,False,True
0x80ea6a38c9547e83:0x29b923d32ba1ea94,Bakersfield,California,HVAC & Air Quality,False,False,False,False,False
0x80ea6a70f0b4e791:0x7cd8af2a22424796,Bakersfield,California,HVAC & Air Quality,False,False,False,False,True
0x80ea6ade38cf7ad3:0x6d1e2d6a0aae8729,Bakersfield,California,HVAC & Air Quality,False,False,False,False,False
0x80ea41ad627edf11:0x1336528c03c11b8d,Bakersfield,California,Cleaning Services,False,False,False,False,False
0x80ea426da33595ad:0x6b5ed422d320c2e0,Bakersfield,California,Cleaning Services,False,False,False,False,False
0x80ea680c879b0beb:0x5eaa454bd9b36c42,Bakersfield,California,Cleaning Services,False,False,False,False,False
0x80ea6a55bf39a89b:0xf70aa115a4956d9b,Bakersfield,California,Cleaning Services,False,False,False,False,False
0x80ea6bd44f212a59:0xc1932039e62ea737,Bakersfield,California,Cleaning Services,False,False,False,False,False
0x80ea6be86f0c9763:0x14e3db4c8a5ede96,Bakersfield,California,Cleaning Services,False,False,False,False,False
0x80c29eeccb22f6e1:0xd436a8f058950c09,Bakersfield,California,Appliance Repair & Installation,False,False,False,False,False
0x80ea6993e9740ea7:0x537b1be4310b6fa9,Bakersfield,California,Appliance Repair & Installation,False,False,False,False,False
0x80ea6bf0036e2351:0xa8e55db371dbc711,Bakersfield,California,Appliance Repair & Installation,False,False,False,False,False
0x80ea6bf732e637d7:0xdcac535dbf46e9b9,Bakersfield,California,Appliance Repair & Installation,False,False,False,False,False
0x80ea424611e7ad55:0x2139e0f19bb6d41c,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea4290c26939b5:0x1567aa67ddb9e43,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea43259d23811d:0x84ba0509eb3caa63,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea698e085a7359:0xa77c47b946bac062,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea6a7695ed0235:0x94488cd34e629508,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea6a8722a4bd99:0x8c02570d65c24128,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea6b86d047fbd9:0x53bee81eabde59f0,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea6b90e1f1f9bf:0xe8f2a66ab3c8f6e,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea6b9187d8b381:0xd4bdc76a72940673,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea6bec738bb3cb:0x2a1d46534e1f4cc5,Bakersfield,California,Handyman or Other,False,False,False,False,False
0x80ea40fc46f182c9:0x44abf291ed1c52b0,Bakersfield,California,Plumbing Services,False,False,False,False,True
0x80ea44c0c9a43083:0x231ac55a0ad07f58,Bakersfield,California,Plumbing Services,False,False,False,False,True
0x80ea5b56fc177cf7:0x47cb0edb7fdcfa40,Bakersfield,California,Plumbing Services,False,False,False,False,False
0x80ea42e02b24751b:0x58566b8c5689618f,Bakersfield,California,Exterior Remodeling or Construction,False,False,False,False,False
0x80ea6a381b734301:0xe89bc70b75c1d183,Bakersfield,California,Exterior Remodeling or Construction,False,False,False,False,False
0x80db41130e809e9b:0x96166498b19c5e97,Banning,California,Handyman or Other,False,True,False,True,False
0x80db416825f7815f:0xb2361dd6c679cb04,Banning,California,Handyman or Other,False,True,False,True,False
0x80c47b7d846b6033:0x6e6271878f7a26ac,Barstow,California,Plumbing Services,False,False,False,False,False
0x80db4495e4d8d0ef:0x17b0272dac20880d,Beaumont,California,Handyman or Other,False,True,False,False,False
0x80db44a41b41233f:0x521a21d816b5222b,Beaumont,California,Handyman or Other,False,True,False,False,False
0x80db44f02c20c74f:0x1491765f4b56e6c2,Beaumont,California,Handyman or Other,False,True,False,False,False
0x80db5a56c0ca4963:0xb1942cd4512c604b,Beaumont,California,Handyman or Other,False,True,False,False,False
0x80dd32b56b34fd53:0x62c72c0998e28804,Bellflower,California,Cleaning Services,False,False,False,False,False
0x808f98aaca86f23d:0x203351b7993447d1,Belmont,California,Interior Remodeling,False,False,True,False,False
0x808f9f3e4dea21cb:0xd2503fe6a32033f6,Belmont,California,Cleaning Services,False,False,True,False,False
0x80856e8fbd483d11:0xc4545685abefa8c0,Benicia,California,Handyman or Other,False,False,True,False,False
0x8085619441c932a5:0xb201ea173f5a753,Benicia,California,Interior Remodeling,True,False,True,True,True
0x8085734ebbf98af3:0x9130473873356781,Benicia,California,Cleaning Services,False,False,True,True,False
0x80857e99137a04b3:0x7b70e034bfde457,Berkeley,California,HVAC & Air Quality,False,False,False,False,False
0x808fcd810d1b5b01:0x2a589e45e472c82a,Berkeley,California,Cleaning Services,False,False,False,True,False
0x80be162c586d42fb:0x4ab97f83ca522bc9,Bishop,California,Appliance Repair & Installation,False,True,True,False,False
0x80c34cd1f80e5983:0x32f4085161d0b000,Bloomington,California,Cleaning Services,False,False,False,True,False
0x80c34d4a3ed046b7:0x1227e0a902503f8f,Bloomington,California,Appliance Repair & Installation,False,False,False,False,False
0x80dcd569fb037ebf:0x7dc8d25ee3743480,Brea,California,Cleaning Services,True,True,False,False,True
0x80dcd5b6ea81a2f9:0xe073b80713b720ef,Brea,California,Cleaning Services,True,True,False,False,True
0x80dcd784b8b635ad:0xedfca43fcc66942c,Brea,California,Cleaning Services,True,True,False,False,False
0x80dd2b42c97443d3:0x767a04599072e7a,Brea,California,Plumbing Services,False,False,False,True,True
0x808ffe43041e59eb:0xe63c4381617332c4,Brentwood,California,Landscape & Garden Services,False,False,True,False,False
0x808ffe832a3e4773:0x6312a0e8fc985cdc,Brentwood,California,Cleaning Services,True,True,True,False,False
0x808ffe959c4eaccf:0x35eaf86edddad461,Brentwood,California,Cleaning Services,True,True,True,False,True
0x808fff0b1eb1c3d9:0xeab9b685862c0828,Brentwood,California,Cleaning Services,True,True,True,False,False
0x808fff93d605a3a1:0xa0e0c6ee65ab0d13,Brentwood,California,Cleaning Services,True,True,True,False,True
sh1JbJpz1pTc1g2iPtIHxQ,Brentwood,California,Interior Remodeling,False,False,True,False,False
0x808fff18a9285857:0xf824892733f15cc7,Brentwood,California,Masonry & Concrete Services,False,False,True,False,False
0x808ffbfcae6fc95f:0xd9f73b7940728680,Brentwood,California,Handyman or Other,False,False,True,False,False
0x80c2be2d520ed103:0x4d837d2bc4ebe905,Burbank,California,Exterior Remodeling or Construction,False,False,False,False,True
0x80c2b924317c4f8b:0xfcb813feb66f52c2,Burbank,California,Roofing & Insulation,False,False,False,False,False
0x80c2955adcc58507:0x7799f4dcb55bd461,Burbank,California,HVAC & Air Quality,False,False,False,False,True
0x80c29542c4d8b1af:0x100b85ce9074da37,Burbank,California,Handyman or Other,False,False,False,True,False
0x80c2956752c3ee8d:0x2ea435db801c5754,Burbank,California,Cleaning Services,False,False,False,False,False
0x80c295b49dd4af8f:0x8f63331804ae96,Burbank,California,Cleaning Services,False,False,False,False,False
0x80c2bfde4f2676ed:0xf13da6a1221e9bc5,Burbank,California,Cleaning Services,False,False,False,False,False
0x80c2c0de3b0940c7:0xf1adff6e4080ee98,Burbank,California,Cleaning Services,False,False,False,False,False
0x80db5103ace9169b:0xb20501f87aaa8be6,Calimesa,California,Plumbing Services,False,False,False,False,False
0x80e836723b87e4ab:0x418208f70f1a7911,Camarillo,California,Cleaning Services,False,False,True,True,False
0x808fcc678612af6f:0x33b883c0e1b41959,Camarillo,California,Handyman or Other,False,False,True,False,False
0x80e9ac5b62883edd:0xdb894e38daa462ae,Camarillo,California,Handyman or Other,False,False,True,False,False
0x808e34c3b32a7149:0x7d6d9d7bb5e5c1b3,Campbell,California,Handyman or Other,False,False,True,True,False
0x808e34dfa9ab420b:0xe8b06030d701c886,Campbell,California,Interior Remodeling,True,True,True,False,False
0x808e34e469a55555:0x16ae6afb20e303e7,Campbell,California,Interior Remodeling,True,True,True,False,True
0x808e350322eb7b23:0xd4deae1dec873b68,Campbell,California,Cleaning Services,True,True,True,False,False
0x808e3503239e3553:0x551bceb1773f7322,Campbell,California,Cleaning Services,True,True,True,False,False
0x808e3515ce57f5e9:0xf04a88b5b296dee6,Campbell,California,Cleaning Services,True,True,True,False,True
0x808e1572eead50e3:0xb82d7eb040af21b2,Capitola,California,Cleaning Services,False,True,True,False,False
0x80dc0be615dfe3d1:0x50a4c215e36799e5,Carlsbad,California,Appliance Repair & Installation,True,False,True,True,True
0x80dbff95dcb58b03:0x3a4071a4be9adf3a,Carlsbad,California,Plumbing Services,False,False,True,False,False
Mgkr-1YrvH04d7prEW6Ynw,Carmel,California,Interior Remodeling,False,False,True,True,False
0x809adeef4d276c0b:0xbdd0abf051dd8651,Carmichael,California,Exterior Remodeling or Construction,False,False,False,False,False
0x809adc2b07139eab:0xe8ef28fac2fcb418,Carmichael,California,Handyman or Other,False,False,False,False,False
0x809adc208df16c07:0xb77d3b6271ba2a2f,Carmichael,California,Cleaning Services,False,False,False,True,False
0x809adc424b4440c3:0x5099b30a28c7985f,Carmichael,California,Plumbing Services,True,False,False,True,True
T0WFtl856ORT4G7ZLfh3Dw,Carpinteria,California,Landscape & Garden Services,False,False,True,True,False
0x80e90ec21473378d:0xefa9c3a802d40533,Carpinteria,California,Plumbing Services,False,False,True,False,True
0x80dd34fad9d84e9f:0xf0f60444c218d9c5,Carson,California,HVAC & Air Quality,False,False,False,False,False
0x80dd35a2b4955555:0x79edce6139660122,Carson,California,Cleaning Services,False,False,False,True,False
0x80c27edc804a071f:0x99edd12f7a2c13e7,Castaic,California,Appliance Repair & Installation,False,True,False,False,False
0x8091ab5ac7d5200d:0x448948e6171d0951,Ceres,California,Masonry & Concrete Services,False,False,False,True,False
0x8091ab5ac7d5200d:0x87a73e26b1d7725c,Ceres,California,Interior Remodeling,False,False,False,True,False
0x80dd2eb8d3c48125:0xb8e5d254df6e7570,Cerritos,California,Interior Remodeling,False,False,True,False,False
0x80c299890715069b:0x61848b939147172,Chatsworth,California,Electrical Services,False,False,True,False,False
0x80c29cc12b6afa75:0x8e5638794826dbb2,Chatsworth,California,Cleaning Services,False,False,True,False,False
0x80c29c92f152b87b:0xed419fa79bb4f12c,Chatsworth,California,Roofing & Insulation,False,False,True,False,False
0x80c29b4c79466385:0xf5ff60f0ee07cc26,Chatsworth,California,Handyman or Other,False,False,True,True,False
0x8082d8a76831a32f:0x5cb285de0bff5181,Chico,California,Exterior Remodeling or Construction,False,False,True,False,False
0x8082d9e567a0c3cb:0xe2cd83fa96451d5f,Chico,California,Landscape & Garden Services,False,False,True,True,True
0x80832898ed56ed0f:0xaf55eb723346c22c,Chico,California,Plumbing Services,False,False,True,True,True
0x8082d8ed1d4b7307:0x435d10717f9fc10,Chico,California,Cleaning Services,False,False,True,False,False
0x808327b248e0e835:0x739ab4cc15e9df72,Chico,California,Cleaning Services,False,False,True,False,False
0x8082d88fb35e98c3:0xc8de6ef3e6a0b068,Chico,California,Appliance Repair & Installation,False,False,True,False,False
0x8083277a00102661:0xe3072c9ca18db621,Chico,California,Appliance Repair & Installation,False,False,True,False,False
0x8082d8e82284f007:0xf43e63f43b0f9f88,Chico,California,Electrical Services,False,False,True,False,False
0x80832ff42d953461:0x33a963897116f2b8,Chico,California,Handyman or Other,False,False,True,True,False
0x80c332949dcf1f73:0x39064b53a9b93f27,Chino,California,Electrical Services,True,False,True,True,True
0x80c3332e3ddf9ea5:0x7097c145672df4d4,Chino,California,Handyman or Other,False,True,True,False,False
0x80c33330052afa89:0xd927dc71de7f90f6,Chino,California,Handyman or Other,False,True,True,False,False
0x80dccbbc211fb663:0xc0c9cf5dfa74c191,Chino,California,Handyman or Other,False,True,True,False,False
0x80dcccc9d9f36487:0x48b600f6fc39561c,Chino,California,Exterior Remodeling or Construction,False,False,True,False,False
0x80838a2ce3164dd5:0x6c20656e448d08c8,Clearlake,California,HVAC & Air Quality,False,False,False,True,True
0x8083897e1348b3e1:0x5cdc90e6764b5aad,Clearlake,California,Appliance Repair & Installation,False,False,False,False,False
0x809442b21a77ca39:0x686c5c63ea8ced84,Clovis,California,Handyman or Other,False,False,False,False,False
0x809459929a1a2d8b:0x57e588788a080d00,Clovis,California,Handyman or Other,False,False,False,False,False
0x80945ccd40866215:0xfdb75cfc3c19c267,Clovis,California,Handyman or Other,False,False,False,False,False
0x80945b8a1d72c8c7:0xe53bbe29cfae021,Clovis,California,HVAC & Air Quality,True,False,False,False,True
0x80945de8b892aead:0xc631f398b9be3ab3,Clovis,California,HVAC & Air Quality,True,False,False,False,True
0x80945c0a40fe91b3:0xc3d6bacf730aff63,Clovis,California,Interior Remodeling,False,False,False,False,False
0x80945c99b4177333:0xa0677e994c3f638,Clovis,California,Interior Remodeling,False,False,False,False,True
0x80945b86f5649491:0xb32358979e01e0a1,Clovis,California,Appliance Repair & Installation,False,False,False,False,False
0x8094672984611b47:0x6f0beb0bc04dc5c6,Clovis,California,Plumbing Services,False,False,False,True,True
0x80945c88eff0b0ab:0x5857e66e1bbe111a,Clovis,California,Exterior Remodeling or Construction,False,False,False,False,False
0x80dcad1e4c07afc9:0xd5ff8f35277137fb,Colton,California,HVAC & Air Quality,True,True,False,True,True
0x80dcb2ab08fa8b15:0xf357284c39523de9,Colton,California,HVAC & Air Quality,True,True,False,True,True
0x80dcad109b97a64b:0x6626e9ecfee0bbaf,Colton,California,Cleaning Services,False,False,False,False,False
0x80c2cb45197ae08d:0x86b80755e9bfb078,Compton,California,HVAC & Air Quality,False,False,False,True,False
0x80c2cb7ef424d639:0x42207240300f655b,Compton,California,Cleaning Services,False,False,False,False,False
0x80855e2333a44169:0xcd44517748e87c65,Concord,California,HVAC & Air Quality,False,False,False,False,False
0x808566e3cb19eb91:0xc7e431431bcdb258,Concord,California,Appliance Repair & Installation,False,False,False,False,True
0x808561e421dd80ab:0x14c398c7bd01b0d6,Concord,California,Cleaning Services,False,False,False,False,False
0x808566c2232c28fd:0x5a4349f2e9549b74,Concord,California,Roofing & Insulation,False,False,False,False,False
0x80856656f38ebcbd:0x3ce2d98729614808,Concord,California,Interior Remodeling,False,False,False,False,False
0x809ade2dc6db5691:0x9d6a8dfb0522165e,Concord,California,Interior Remodeling,False,False,False,False,True
0x80dc962ba8660a53:0x6ba9a07537bf7843,Corona,California,Interior Remodeling,False,False,True,True,False
0x80dcc8177f02bbc1:0xc9d1676aa97280a1,Corona,California,HVAC & Air Quality,True,False,True,False,True
0x80dcc838b27410f7:0x65dc6789930c0cc5,Corona,California,HVAC & Air Quality,True,False,True,False,True
0x80dcc83c40ef1c49:0x1dd5fecc7acf2a8b,Corona,California,HVAC & Air Quality,True,False,True,False,False
0x80dcb78d124fb38f:0x4191731753fdd470,Corona,California,Handyman or Other,False,False,True,False,False
0x80dcb81e9321c2ef:0x1e476d5230dcbb34,Corona,California,Handyman or Other,False,False,True,False,False
0x80dcc8ee22f0c1f1:0x7b9297e66e78e41d,Corona,California,Handyman or Other,False,False,True,False,False
0x80dcc8f144ec6689:0xbb7d1e89834662c7,Corona,California,Handyman or Other,False,False,True,False,False
0x80dc96207e37949f:0xa41e07a986b50337,Corona,California,Cleaning Services,False,False,True,False,False
0x80dcb20b957d5cc1:0xb56300bbe923ef89,Corona,California,Cleaning Services,False,False,True,False,True
0x80dcc8169c39aa23:0xd622882ba2a3a021,Corona,California,Cleaning Services,False,False,True,False,False
0x80dcc83c673b4f49:0xa186ee88353605df,Corona,California,Cleaning Services,False,False,True,False,False
0x80dcb6560cd40caf:0x8f198934c5901192,Corona,California,Plumbing Services,False,False,True,True,True
0x80dcbd8dd6ae2ee9:0x198447074343fccd,Corona,California,Masonry & Concrete Services,False,False,True,False,False
0x80c328f406b86c29:0xb9ec6ad970361c2d,Covina,California,Appliance Repair & Installation,False,False,False,False,False
0x80c329b35cbd3fc9:0x837638fefb37ece4,Covina,California,Plumbing Services,False,False,False,True,True
0x80c3290ba021148f:0x665ade3ba3a1e0f3,Covina,California,HVAC & Air Quality,False,False,False,False,False
0x808fb3f4aaad040b:0xa2b0d0729a1af3ba,Cupertino,California,Masonry & Concrete Services,False,False,True,False,False
0x80dd2e866675b91b:0xf6028968970ead66,Cypress,California,Appliance Repair & Installation,False,True,False,False,False
0x808f8caa3691b8bb:0x9f201a4f9f74c320,Danville,California,Handyman or Other,False,False,False,False,False
0x808ff354ce3ca517:0xf5f070d5237ce5c7,Danville,California,Handyman or Other,False,False,False,False,False
0x8085256de147cff1:0x24709d79f278f7bc,Dixon,California,Handyman or Other,False,False,False,False,False
0x80c2cdf93da2e8c5:0x22f420af073c224e,Downey,California,Exterior Remodeling or Construction,False,False,True,False,False
0x80dd32bc68905d07:0xa17d04b635aac646,Downey,California,HVAC & Air Quality,False,False,True,False,False
0x80c2cdb85217f59f:0x440d62e576c42c1,Downey,California,Cleaning Services,False,False,True,False,False
0x80c2cd95fe7f202f:0x15838cc1831d7ee1,Downey,California,Handyman or Other,False,False,True,False,False
0x808fe92928a19dab:0x46418dc171d184a3,Dublin,California,Cleaning Services,False,True,True,False,True
0x808fec6e0aa8ee8d:0xf84c46fcce64e97f,Dublin,California,Cleaning Services,False,True,True,False,False
0x808fec6ae3d571b5:0x256d3abbf28911dd,Dublin,California,Handyman or Other,False,False,True,False,False
0x80dcca67de25cc55:0x217f4cbbd1f76d13,Eastvale,California,Exterior Remodeling or Construction,False,False,True,True,False
0x80dcca680cad5359:0x2faf148bb9592140,Eastvale,California,Handyman or Other,False,True,True,False,False
0x80dccb77b65c7dad:0x93cbe6931c4e9a2,Eastvale,California,Handyman or Other,False,True,True,False,False
0x80dc0bea1040b60f:0xb27ce823cd50049b,Encinitas,California,Cleaning Services,False,False,True,True,False
0x80dc0b8d5ef2bf3b:0xa1a85b233f996a69,Encinitas,California,Interior Remodeling,False,True,True,False,False
0x80dc0c419b08d845:0x398083fb119fe58e,Encinitas,California,Interior Remodeling,False,True,True,False,False
0x80dbf4d79c2ff28f:0x84e0e49c17a84eb9,Escondido,California,Exterior Remodeling or Construction,False,False,False,False,False
0x80dc750d0c7325f1:0xfc13926a9ee21dca,Escondido,California,Landscape & Garden Services,False,False,False,True,False
0x80dbf5e8d00885a1:0xaff947b083ff7214,Escondido,California,Cleaning Services,False,False,False,True,False
0x80dbf4a3d0398a8f:0x35f320d51daa332d,Escondido,California,Appliance Repair & Installation,False,False,False,False,False
0x54d3ffe3341aaeb7:0x7a42a70bd5152495,Eureka,California,Cleaning Services,False,False,False,False,False
0x54d4014d47bae467:0x6eb8e85710f0ae82,Eureka,California,Handyman or Other,False,False,False,False,False
0x54d3fff810a1e29d:0x2dcb372729363dc5,Eureka,California,HVAC & Air Quality,False,False,False,False,False
0x54d155614735c8b5:0x9dc848dbd4e33f07,Eureka,California,Interior Remodeling,True,False,False,False,True
0x54d15580e1e4d0ed:0x3447f0d30899aae3,Eureka,California,Interior Remodeling,True,False,False,False,False
0x8085137cbd5f1217:0x1089761bf1328447,Fairfield,California,Cleaning Services,False,False,True,False,False
0x8085140aa8dd0613:0x65f6921defb922fa,Fairfield,California,Interior Remodeling,False,False,True,True,False
0x808515cbbd711151:0xa22edabd141c6cd4,Fairfield,California,HVAC & Air Quality,False,False,True,False,False
0x808515d5af912ea9:0x546564d42e62d642,Fairfield,California,HVAC & Air Quality,False,False,True,False,False
0x808514400807cbb3:0xf4a1a7ab461b4672,Fairfield,California,Exterior Remodeling or Construction,False,False,True,False,True
0x808514200f47e3ed:0xc4db34e7437e7948,Fairfield,California,Handyman or Other,False,False,True,False,False
0x808515e08f5c5e79:0x54c95bb34c15299e,Fairfield,California,Handyman or Other,False,False,True,False,True
0x80dc7eb389f6e9ad:0x5df3cf5d0a8c0a52,Fallbrook,California,Landscape & Garden Services,False,False,False,True,False
0x80db8772e8d2a909:0xc424a028dac57bdf,Fallbrook,California,Handyman or Other,False,False,False,False,False
0x809ae42e985b522d:0xe06b9dedc3d1dc9f,Folsom,California,Appliance Repair & Installation,False,False,True,True,False
0x809ae136d5bb84db:0xddfd262f9e17a2e4,Folsom,California,Cleaning Services,False,False,True,True,False
PzaNgchtAc_Ho6pB66LgvA,Folsom,California,Interior Remodeling,False,False,True,False,False
0x809ae6a6257d4107:0xa2f7c1c8675b661e,Folsom,California,Plumbing Services,False,False,True,True,False
0x809ae402f92c721b:0x345be367d35953f2,Folsom,California,Handyman or Other,False,True,True,False,False
0x809ae6ac892c1d45:0x3045c3f36c0663f4,Folsom,California,Handyman or Other,False,True,True,False,False
0x80c34b70e94b9f7b:0x642b75c251fda602,Fontana,California,Cleaning Services,False,False,False,False,False
0x80dcb534d9444383:0xedac031d54d2f65d,Fontana,California,HVAC & Air Quality,False,False,False,False,False
0x80c3491266d7cbff:0xf0fed909f04d0b21,Fontana,California,Handyman or Other,False,False,False,False,False
0x80c34c61033ba483:0xd894409f3dacaa36,Fontana,California,Handyman or Other,False,False,False,False,False
0x80c34cb75e834479:0x8d5d2fd2ad8210c5,Fontana,California,Handyman or Other,False,False,False,False,False
0x80c34fd0a3f037fb:0x14e5db405351a63d,Fontana,California,Handyman or Other,False,False,False,False,False
0x80c34adeb3fea0a9:0x43fb0d9a02760f30,Fontana,California,Appliance Repair & Installation,False,False,False,False,False
0x80c34cb20adeb711:0x5315eb99eb5cbe7d,Fontana,California,Landscape & Garden Services,False,False,False,False,False
0x808fc0829c4c86f7:0x37251389f0dec236,Fremont,California,HVAC & Air Quality,False,False,True,False,False
0x808fc0e38451af4f:0x31c32bea6602a9a7,Fremont,California,HVAC & Air Quality,False,False,True,False,True
0x808fbe15d531f22d:0x28ebff37445e6a64,Fremont,California,Handyman or Other,False,False,True,False,False
0x808fc134355b5451:0x2853b9d1309a1995,Fremont,California,Handyman or Other,False,False,True,False,False
0x808fc6e0884e705b:0xc6e5868a91906f95,Fremont,California,Handyman or Other,False,False,True,False,False
0x808fc6f75b2c8249:0x73651c22765804b5,Fremont,California,Handyman or Other,False,False,True,False,False
0x808fc6fd93ee0a8b:0xbad9986d28e24f81,Fremont,California,Handyman or Other,False,False,True,False,False
0x808f95d79b95dd33:0x901bace9da9a3c41,Fremont,California,Cleaning Services,False,False,True,False,False
